first_5_words,inhoud,Review,sentiment
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij GRI 43021 Fijne,schoenen voor dagelijjks gebruik,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij GRI Tiben Mid,Uitstekende pasvorm en vakkundig gemaakte wandelschoenen,,1
Geschreven bij GRI Tiben Mid,Vermoedelijk productiefout in mijn levering (1 vd “veterogen “ zat los. Teruggestuurd en snel aankoopbedrag retour. Normaal gesproken prima schoenen.,,1
Geschreven bij GRI Tiben Mid,Een prachtige stevige mooie fijne wandelschoen,,1
Geschreven bij GRI Tiben Mid,Prachtig leren schoenen hopelijk lopen ze ook lekker neem een maat kleiner ze vallen echt groot deze retour gezonden en heb maat 37 genomen.,,1
Geschreven bij GRI 43029 De,"schoenen zitten zeer goed en ze lopen prettig, met de klittenband zijn ze snel vast en los.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Faaborg Dames,wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 41 Soepele schoen. Helaas liet na 2 maanden een stiksel los. Maar super service van toExplore. Een nieuw paar ontvangen.,,1
Geschreven bij Meindl Lite Trail,"Gore-tex Heren Wandelschoenen 3966-31 - Kleur Antraciet - Maat 45 Een prettige schoen die loopt zoals je van een Meindl schoen (en prijs) mag verwachten. Het enige minpuntje vind ik de veter. Een aantal andere schoenen die ik droeg hadden een handig schuifje. Niets geen veters strikken, of in de knop raken. Gewoon schuifje omhoog of omlaag. Heel makkelijk.",,1
Geschreven bij The North Face,"M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 46 Deze schoenen zijn zeer licht en daarom coomfortabel om te dragen. Wel merk ik dat de veters snel losgaan en je anders moet strikken om daar geen last van te hebben. Ook de zolen zijn redelijk snel versleten als je ze 'normaal' gebruikt. Prijs/kwaliteit van de schoen vind ik echter meer dan prima. Licht, fijne stof, lopen fijn.",,1
Geschreven bij The North Face,"M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 46 Lopen heerlijk. Maar zijn beslist niet ""volledig waterdicht"", zoals wel gesteld wordt. Door nat gras lopen zorgt al voor natte en koude voeten!",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Meindl Vakuum Ultra,"Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38 Wandel al meerdere jaren op deze schoen. Koop nu weer exact dezelfde. Goed is goed. De schoen is robuust, degelijk, waterdicht, gewoon goed.",,1
Geschreven bij Meindl Vakuum Ultra,"Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 42 Dit zijn heerlijke wandelschoenen. Heb erop gelopen in Australië (6 weken) en in Zuid- en Midden-Amerika (1 jaar). Heb bergen beklommen, rivieren overgestoken, in warmte en kou. Ze hebben het allemaal overleefd. Moet wel zeggen dat als je echt een rivier gaat oversteken ze uiteindelijk toch wel nat worden doordat water naar binnen komt (meestal via de bovenkant). Ze drogen ook wat langzaam. Ik heb normaliter maat 41 maar deze schoenen heb ik een maat groter gekocht. Ik heb bulten op mijn hielen die de achterkant vaak kapot schuren. Dit is uiteindelijk bij één van de schoenen ook gebeurd maar pas toen ik er al een jaar op had gelopen (bijna elke dag aan).",,1
Al eerder Meindl's gehad en,kende de pasvorm. Daarom was online bestellen hier een optie. Snelle levering,,1
Geschreven bij Meindl Vakuum Ultra,"Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38 Heel goede wandelbottinen , direct ok bij eerste wandeling , geen inlooptijd nodig .",,1
Geschreven bij Meindl Vakuum Ultra,Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 40 Nou helemaal wat we er van verwachten,,1
Geschreven bij Gelert - Horizon,Waterdichte wandelschoen - Wandelschoen mid - Heren - Donker grijs - Mt 42 Voor het geld zijn dit prima schoenen,,1
Geschreven bij Gelert - Horizon,"Waterdichte wandelschoen - Wandelschoen mid - Heren - Navy - Mt 42 Fijne schoenen, lopen prima",,1
Zit goed aan de voet,,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geheel tevreden over deze schoen.,Perfect voor lange wandelingen.,,1
Geschreven bij Grisport Ranger Mid,Wandelschoenen Unisex - Brown - Maat 43 Zat eerst wat krap maar loopt nu als gegoten.Kunnen regelmatig gebruik aan.Met de veters is strakte af te stellen.Mooi profiel.Fijne hielsteun.,,1
Geschreven bij Grisport Ranger Mid,wandelschoenen beige Nubuck - Dames - Maat 38 heerlijke wandelschoen lopen gelijk lekker,,1
Geschreven bij Columbia PEAKFREAK? X2,"OUTDRY? Wandelschoenen Mannen - Black, Ti Grey Schoenen lopen lekker",,1
Geschreven bij Columbia PEAKFREAK? X2,"OUTDRY? Wandelschoenen Mannen - Black, Ti Grey degelijk en goed passend en licht van gewicht",,1
Geschreven bij Columbia Peakfreak X2,Wandelschoenen Heren Waterdicht - Ademend - Zwart - Maat 41 Prima pasvorm. Zijn ook waterdicht,,1
Geschreven bij Grisport Anden Wandelschoenen,"Unisex - Black - Maat 36 Zeer goede kwaliteit, dikke zool met reliëf (vind ik erg belangrijk), enkel zit goed vast, waterdicht en ademend, geen enkele pijn bij 1ste wandeling zonder in te lopen in huis, heel comfortabel, eigenlijk beste stapschoenen die ik heb gehad, kan mij beter staande houden als mijn beagles een spoor gevonden van konijn, kat. Dus voor mij TOP, ZEER TEVREDEN",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Goede wandelschoen met steun en,pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 fijne pasvorm, mooi materiaal",,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Perfecte pasvorm en lopen lekker,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede keus,,1
Geschreven bij Travelin' Nyborg -,"Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Perfecte wandelschoen zeker als je wat een brede voet hebt.Kan je de hele dag dragen zijn licht aan de voet en zeker steun genoeg voor de hele dag in de bergen in Tirol te vertoeven.Zeker een aanrader,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Passen goed in eigen maat en een mooie wandelschoen. Ze zijn wel wat breed en lastig smaller te maken met de veters (ik heb geen smalle of brede voeten, standaard voeten). Veters hebben veel stretch en gaan regelmatig los als je er geen dubbele knoop in legt. Schoenen zitten lekker en zijn goed waterdicht. Geen blaren of drukplekken na de eerste wandeling van 8 km.",,1
Geschreven bij Travelin' Nyborg -,Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 38 Te klein voor een 38,,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoenen zitten lekker , hoefde er niet aan te wennen",,1
Geschreven bij Travelin' Nyborg -,"Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 41 Lichte, stevige en waterdichte schoen.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Grisport Anden Wandelschoenen,"Unisex - Black - Maat 38 De Grisport Anden vind ik fijne schoenen. Mijn huidige paar heb ik sinds 2014 en ik heb er al zeker 3500 km op gelopen. En nog zijn ze bij lange na niet versleten. Ondanks slechte onderhoud. Ik heb er heel wat bergwandelingen mee gemaakt, ook tot aan mijn enkels door beekjes gelopen en mijn voeten bleven droog. Ik loop er met gewonen sokken probleemloos in, wanneer ik speciale wandelsokken draag, krijg ik juist blaren. Het heeft wel een seizoen geduurd voordat ik ze ingelopen had. Mijn volgende paar zal zeker weer Grisport Aden worden.",,1
Geschreven bij Grisport Anden Wandelschoenen,"Unisex - Black - Maat 45 Heb deze schoenen vanaf augustus en beginnen nu al te lekken.Zool begint los te laten bij de wreef, en naden aan de zijkant bij de wreef laten ook al los waardoor er water naar binnen loopt.Wandelschoenen moeten toch tegen enkele kilometers kunnen.....",,1
Geschreven bij Grisport Anden Wandelschoenen,Unisex - Brown - Maat 43 Ik had hiervoor ook al wandelschoenen van Grisport waar ik super tevreden mee was. Deze zijn nog fijner omdat de voering voor een gedeelte uit leder bestaat.,,1
Geschreven bij Grisport Anden Wandelschoenen,Unisex - Brown - Maat 43 Lopen lekker,,1
Geschreven bij Grisport Anden Wandelschoenen,Unisex - Brown - Maat 43 goede stevige stappers,,1
Deze schoenen zijn erg slecht.,"Het eerste paar dat ik bestelde had na +/- 4 (ongeveer 450 kilometer lopen) weken de beide zolen van links naar rechts volledig doorgescheurd. Ik kreeg van Bol (super service!) een nieuw paar toegestuurd en dat is na ongeveer de zelfde tijd en afstand in dezelfde staat. Ik krijg nu mijn geld van Bol terug, maar ik zal dit merk 'schoenen' nooit meer kopen. Wees gewaarschuwd, deze schoenen gaan maximaal 500 kilometer mee!!!",,-1
Geschreven bij Grisport Travel Low,"Wandelschoenen Unisex - Blue - Maat 42 Ik heb er nu een week lang iedere dag op gewandeld, maar kan er maar niet aan wennen. De zool heeft geen vering, de schoen is vrij zwaar. Maar het meest irritante is de tong/flap. Die is niet los, maar zit met een vouw aan de zijkant vast. Waardoor er dus een hoekje van de flap driedubbel precies onder waar je de veter aantrekt in de bovenkant van je voet wordt geperst.Voor de prijs had ik meer verwacht.",,-1
Het is mijn tweede paar,dus wist precies wat ik kocht.,,-1
Geschreven bij Grisport Travel Low,"Wandelschoenen Unisex - Black - Maat 46 Prima wandelschoen, houdt lang vorm!",,-1
Dit is mijn achtste paar,"(of negende?) in de afgelopen 10 a 15 jaar of zo. Iedere 1,5 jaar zit ik bijna door de zool (ik loop veel). Bestel dan een nieuw paar, setje Bama Primus erin en weer gaan. Na een kwartiertje zijn ze ingelopen en zitten ze net zo lekker als de oude. Top!!! (aub nooit iets aan veranderen)",,-1
Geschreven bij Grisport Travel Low,"Wandelschoenen Unisex - Black - Maat 44 stevige , niet te zware schoenen",,-1
Geschreven bij Grisport Travel Low,"Wandelschoenen Unisex - Black - Maat 44 zaten gelijk lekker, niet echt nodig om in te lopen",,-1
Geschreven bij Travelin' Morvik Softshell,Dames - Lichtgewicht Wandelschoenen - Maat 36 Een mooie wandelschoen,,1
Geschreven bij Travelin' Morvik Softshell,Dames - Lichtgewicht Wandelschoenen - Maat 38 prima prijs kwaliteit. hele mooie. perfect in onderhoud .,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Skechers Trail dames,wandelschoenen - Blauw - Maat 39 - Extra comfort - Memory Foam Super goeie schoenen zowel voor te lopen als voor te wandele´,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
